order,family,species,CH_002_BS,CH_007_BE,CH_009_SO,CH_011_SO,CH_012_OW,CH_014_LU,CH_015_VS,CH_016_VS,CH_017_VS,CH_018_VS,CH_020_VD,CH_021_VD,CH_022_VD,CH_023_SG,CH_025_SG,CH_026_SG,CH_027_SG,CH_028_SG,CH_032_AG,CH_033_AG,CH_034_AG,CH_035_AG,CH_036_AG,CH_039_AG,CH_040_ZH,CH_041_ZH,CH_042_ZH,CH_043_ZH,CH_044_ZH,CH_045_ZH,CH_046_ZH,CH_047_ZH,CH_048_ZH,CH_049_ZH,CH_050_ZH,CH_054_FR,CH_056_BE,CH_058_BE,CH_059_BE,CH_060_BE,CH_062_BE,CH_063_BE,CH_065_ZH,CH_066_ZH,CH_067_BL,CH_068_JU,CH_069_JU,CH_070_TG,CH_071_TG,CH_072_TG,CH_073_TG,CH_074_NW,CH_075_ZG,CH_076_ZG,CH_079_AG,CH_084_JU,CH_085_NE,CH_086_GE,CH_087_JU,CH_088_JU,CH_089_SO,CH_091_GR,CH_092_BE,CH_093_LU,CH_094_BE,CH_095_GR,CH_098_TI,CH_099_TI,CH_100_SZ,CH_101_UR,CH_106_BE,CH_107_FR,CH_111_AG,CH_114_BE,CH_115_AI,CH_116_LU,CH_119_NE,CH_123_TI,CH_126_VD,CH_127_VD,CH_128_VD,CH_129_VD,CH_130_VD,CH_131_VD,CH_132_VD,CH_133_BE,CH_134_BE,CH_135_AR,CH_136_AG,CH_137_AG,CH_138_BE,CH_139_BE,CH_140_FR,CH_141_JU,CH_143_SG,CH_144_SG,CH_145_SH,CH_146_SH,CH_147_TG,CH_148_TG,CH_149_TI,CH_150_VD,CH_151_VD,CH_152_VS,CH_153_NE,CH_154_LU
Ephemeroptera,Baetidae,Baetis liebenauae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0
Ephemeroptera,Baetidae,Baetis lutheri,6,0,0,49,0,0,0,0,0,0,16,0,0,5,1,5,3,88,4,19,102,75,12,6,0,0,1,0,0,0,0,0,7,0,0,49,0,19,5,86,0,1,7,6,2,97,64,13,19,2,0,0,0,13,6,28,13,0,79,31,62,0,2,33,86,0,10,46,0,0,25,109,31,3,10,2,0,0,255,1,15,5,23,21,0,0,190,44,31,99,0,0,0,2,0,0,0,0,0,0,17,0,0,0,0,0
Ephemeroptera,Baetidae,Baetis vardarensis,29,0,0,0,10,140,0,0,0,0,1,0,56,0,37,34,3,60,0,0,13,28,0,29,1,50,13,68,0,0,8,7,14,0,30,0,0,0,16,0,0,0,5,0,1,0,0,40,1,0,0,0,0,40,92,7,0,0,0,41,0,0,0,13,0,0,0,0,0,0,47,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ephemeroptera,Baetidae,Baetis melanonyx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ephemeroptera,Baetidae,Baetis nubecularis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ephemeroptera,Baetidae,Baetis pentaphlebodes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,26,0,0,0,0,0,0,0,0,0,0
Ephemeroptera,Baetidae,Baetis rhodani,8,45,177,196,3,600,0,0,9,22,219,44,3,817,338,360,210,310,38,21,52,700,83,50,1,25,2,8,0,16,84,14,60,13,51,120,0,87,39,174,110,33,151,45,30,597,168,20,118,24,0,18,16,175,51,31,89,20,350,74,137,20,2,80,301,5,28,87,202,55,86,143,88,72,224,144,150,15,243,25,650,148,32,18,87,34,503,184,1114,583,79,4,66,37,57,53,1,98,7,94,27,0,19,226,1,298
Ephemeroptera,Baetidae,Baetis vernus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,12,0,0,0,0,0,128,0,0,0,0
Ephemeroptera,Baetidae,Centroptilum luteolum,5,0,0,6,0,0,0,0,0,0,0,1,0,0,16,7,0,0,0,0,5,0,74,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,18,49,9,0,20,41,0,0,0,1,0,187,7,0,1,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,2,0,1,0,2,0,0,0,0,0,0,93,0,2,0,0,16,0,0,5,1,0,1,0,449,2,0,0,0
Ephemeroptera,Baetidae,Cloeon dipterum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ephemeroptera,Baetidae,Cloeon simile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ephemeroptera,Baetidae,Lablobaetis athrebatinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ephemeroptera,Baetidae,NigroBaetis niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ephemeroptera,Baetidae,Procloeon bifidum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ephemeroptera,Baetidae,Procloeon pennulatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ephemeroptera,Caenidae,Caenis beskidensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ephemeroptera,Caenidae,Caenis horaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ephemeroptera,Caenidae,Caenis lactea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ephemeroptera,Caenidae,Caenis luctuosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,91,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,26,0,0,0,0,0,0
Ephemeroptera,Caenidae,Caenis macrura,9,6,36,0,0,2,0,0,0,0,1,0,37,1,20,690,1,110,0,0,0,0,442,0,0,40,6,3,0,0,14,65,0,0,200,0,0,0,6,0,0,0,0,0,2,11,0,1480,27,432,0,0,4,0,0,226,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,0,0,1,1,1,0,0,0,0
Ephemeroptera,Caenidae,Caenis pusilla,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ephemeroptera,Caenidae,Caenis rivulorum,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ephemeroptera,Caenidae,Caenis robusta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ephemeroptera,Ephemerellidae,Ephemerella mucronata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ephemeroptera,Ephemerellidae,Ephemerella notata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ephemeroptera,Ephemerellidae,Serratella ignita,0,0,3,0,4,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,3,0,12,0,12,0,2,0,0,0,11,0,0,0,59,0,0,32,0,0,0,4,12,0,8,0,1,0,0,6,0,21,81,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,2,0,0,0,26,0,0,0,0,23
Ephemeroptera,Ephemerellidae,Torleya major,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,53,167,0,0,0,0,0,0,1,0,6,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Ephemeroptera,Ephemeridae,Ephemera danica,2,16,0,24,0,0,0,0,0,0,0,0,1,0,0,0,2,0,11,0,0,0,2,0,0,8,5,1,0,0,0,2,0,0,0,0,0,0,2,15,0,0,0,25,0,8,110,1,21,11,0,0,0,5,0,12,12,0,24,12,1,0,0,7,0,0,0,0,0,0,8,5,2,2,0,4,0,0,11,0,1,0,0,0,0,0,1,0,1,0,0,0,0,45,0,0,0,2,0,0,0,152,0,0,0,1
Ephemeroptera,Ephemeridae,Ephemera glaucops,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ephemeroptera,Ephemeridae,Ephemera lineata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ephemeroptera,Ephemeridae,Ephemera vulgata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ephemeroptera,Heptageniidae,Ecdyonurus helveticus-K.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Ephemeroptera,Heptageniidae,Ecdyonurus helveticus,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ephemeroptera,Heptageniidae,Ecdyonurus venosus-K.,0,2,0,14,0,0,0,0,0,0,0,0,0,0,5,32,45,23,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,37,0,0,4,6,0,4,8,0,0,17,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,4,5,6,0,6,5,5,21,13,3,0,6,0,0,0,0,4,0,0,0,11,2,0,0,0,0,2,0,0,0,0,0,0,8,0,30,0,0,0,1
Ephemeroptera,Heptageniidae,Ecdyonurus venosus,0,26,0,3,0,0,0,0,0,0,0,0,0,0,0,12,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,2,8,0,1,0,5,0,6,15,0,0,0,0,0,0,3,0,0,14,0,0,0,0,2,1,3,0,3,1,0,1,3,10,6,22,10,3,0,0,3,1,0,0,0,6,0,0,2,21,2,0,1,0,0,10,1,0,0,0,0,0,0,4,34,0,0,0,4
Ephemeroptera,Heptageniidae,Ecdyonurus torrentis,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,8,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Ephemeroptera,Heptageniidae,Ecdyonurus dispar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ephemeroptera,Heptageniidae,Electrogena lateralis,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Ephemeroptera,Heptageniidae,Electrogena ujhelyii,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
Ephemeroptera,Heptageniidae,Epeorus alpicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ephemeroptera,Heptageniidae,Epeorus assimilis,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,3,0,0,9,5,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,1,3,1,3,19,0,0,1,14,0,2,11,0,0,73,0,0,4,3,6,4,0,4,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
